name,pin,joined,address_postcode,address_county,address_country,profession,field_of_practice_when_joined_register,have_specialist_qualification_approved_by_nmc,specialist_qualification,date_registration_to_nmc,country_of_initial_training,date_of_qualification,country_of_initial_registration,nationality,diversity_gender,diversity_ethnicity,diversity_religion
"Hutchinson, Kira",19Z1938L,2019-08-09 16:12:19,testpostcode1,Nonexistentland,Northern Ireland,Midwife,Adult,FALSE,"RN3: Mental health nurse, level 1",testdate1,Outside UK,testdate2,Scotland,British,Female,NA,Religion not stated
"al-Farra, Raakaan",32C1486S,2019-04-11 14:54:03,testpostcode2,Nonexistentshire,Wales,Nurse,Mental health,TRUE,RSN: School nurse,testdate2,Northern Ireland,testdate1,Northern Ireland,British,Female,NA,Sikh
"Meiskey, Christopher",72S1620U,2019-04-02 02:04:59,testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Adult,TRUE,RSN: School nurse,testdate1,Outside UK,testdate1,England,British,Female,NA,No religion
"Baye, Kayla",59M7302D,2019-06-28 06:04:00,testpostcode1,N-on-existent,Wales,Midwife,Mental health,FALSE,"RN1: Adult nurse, level 1",testdate2,Outside UK,testdate1,Northern Ireland,Other,Female,NA,Jewish
"Rohweder, Sumer",00N5711A,2019-11-18 08:51:46,testpostcode1,Nonexistentland,Scotland,Midwife,Mental health,FALSE,V300: Nurse independent / supplementary prescriber,testdate1,Northern Ireland,testdate1,Scotland,Other,Female,NA,Muslim
"Lewis, Justin",80F2012A,2019-12-04 12:56:45,testpostcode1,N-on-existent,England,Midwife,Adult,FALSE,"RN3: Mental health nurse, level 1",testdate2,Wales,testdate1,Wales,British,Female,NA,Muslim
"Fink, Hunter",98D5220E,2019-10-08 14:24:40,testpostcode1,Nonexistentshire,Northern Ireland,Midwife,Adult,TRUE,"RN3: Mental health nurse, level 1",testdate2,Wales,testdate1,England,Other,Other,NA,No religion
"Garcia, Alyssa",59N4599N,2019-10-22 07:22:32,testpostcode1,N-on-existent,Wales,Midwife,Mental health,TRUE,FHN: Family health nurse,testdate2,Wales,testdate2,Scotland,British,Other,NA,Religion not stated
"Aguilar Arevalo, Daniel",38I5485A,2019-11-14 15:28:29,testpostcode2,N-on-existent,Wales,Nurse,Adult,FALSE,RPHN: Specialist community public health nurse,testdate2,Outside UK,testdate2,Northern Ireland,Other,Male,NA,Hindu
"Escamilla, Monique",90C7957W,2019-05-05 21:01:26,testpostcode1,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,FALSE,RFHN: Family health nurse,testdate2,Outside UK,testdate2,England,Other,Male,NA,Hindu
"Lin, David",86K8267F,2019-04-23 19:27:55,testpostcode1,Nonexistentshire,England,Nurse & Midwife,Adult,FALSE,SPC: Specialist practitioner: Children's nursing,testdate2,England,testdate1,England,British,Male,NA,Jewish
"Gomez, Silvia",54T9486I,2019-04-02 02:04:59,testpostcode2,Nonexistentland,Wales,Midwife,Adult,FALSE,SPA: Specialist practitioner: Adult nursing,testdate1,Outside UK,testdate1,England,British,Female,NA,Muslim
"Porco, Anissa",05S0652D,2019-05-05 06:58:05,testpostcode1,Nonexistentshire,Northern Ireland,Midwife,Mental health,FALSE,SPMH: Specialist practitioner: Mental health,testdate2,Wales,testdate1,Scotland,Other,Female,NA,No religion
"Her, Fiona",59T4267V,2019-10-07 09:17:03,testpostcode2,Nonexistentshire,Wales,Nurse & Midwife,Mental health,FALSE,"RN2: Adult nurse, level 2",testdate2,Northern Ireland,testdate1,Northern Ireland,Other,Male,NA,Sikh
"Muniz, Frank",17J7721U,2019-11-24 11:22:57,testpostcode2,N-on-existent,England,Nurse,Adult,TRUE,FHN: Family health nurse,testdate2,Outside UK,testdate1,Wales,British,Other,NA,Buddhist
"Mares, Melanie",86A2803B,2019-02-12 03:13:22,testpostcode2,N-on-existent,England,Nurse & Midwife,Mental health,TRUE,SPGP: Specialist practitioner: General practice nursing,testdate1,Wales,testdate1,England,British,Other,NA,Jewish
"Atwood, Eric",15N9893Q,2019-01-02 21:06:03,testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Adult,FALSE,SPA: Specialist practitioner: Adult nursing,testdate2,Scotland,testdate2,Northern Ireland,Other,Female,NA,Muslim
"Hall, Kenneth",59W6474E,2019-11-29 08:47:56,testpostcode1,Nonexistentshire,England,Nurse & Midwife,Mental health,FALSE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate1,England,testdate1,Northern Ireland,Other,Female,NA,Sikh
"Bunce, Cameron",86B4374C,2019-11-08 04:39:06,testpostcode2,Nonexistentshire,Wales,Midwife,Adult,FALSE,V100: Community practitioner nurse prescriber,testdate1,Scotland,testdate1,Wales,Other,Female,NA,No religion
"Mangels, Madison",81B5514G,2019-10-17 17:49:27,testpostcode2,Nonexistentshire,England,Nurse,Mental health,TRUE,OH: Occupational health nurse,testdate1,England,testdate1,Scotland,British,Female,NA,No religion
"Langer, Jacob",08E6710E,2019-08-15 12:41:11,testpostcode1,Nonexistentland,Wales,Nurse & Midwife,Mental health,FALSE,"RN4: Mental health nurse, level 2",testdate2,Scotland,testdate1,Wales,Other,Other,NA,Muslim
"Pham, Duy",34W7992A,2019-05-27 22:33:40,testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Adult,FALSE,"RN6: Learning disabilities nurse, level 2",testdate1,Wales,testdate2,England,British,Male,NA,Sikh
"Xatkoun, Belinda",58G5773X,2019-02-25 13:45:00,testpostcode2,Nonexistentshire,Wales,Nurse,Adult,FALSE,SPCC: Specialist practitioner: Community children’s nursing,testdate1,Outside UK,testdate1,England,British,Other,NA,Christian
"Sharma, Kyleigh",52H3729W,2019-10-02 15:58:33,testpostcode2,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,TRUE,RHV: Health visitor,testdate2,Wales,testdate1,Scotland,British,Female,NA,Other religion
"Betz, Andrew",85U1984W,2019-10-30 18:53:48,testpostcode1,N-on-existent,Scotland,Nurse,Adult,FALSE,"RN3: Mental health nurse, level 1",testdate1,Northern Ireland,testdate2,Scotland,Other,Male,NA,Other religion
"Crockett, Dexter",98Q6398V,2019-01-12 00:48:06,testpostcode1,Nonexistentshire,Wales,Midwife,Mental health,FALSE,"RN3: Mental health nurse, level 1",testdate2,Outside UK,testdate1,England,British,Male,NA,Religion not stated
"Parra, Alexander",40O6099T,2019-10-30 23:10:09,testpostcode1,Nonexistentland,England,Nurse & Midwife,Adult,FALSE,"RN9: Fever nurse, level 2",testdate2,Scotland,testdate1,Scotland,Other,Male,NA,No religion
"Chang, Quiana",54Q5721K,2019-07-18 15:25:26,testpostcode2,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,FALSE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate2,England,testdate2,Scotland,Other,Female,NA,No religion
"Jones, Aimee",53V5563T,2019-08-12 06:16:29,testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Adult,TRUE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate1,Outside UK,testdate2,England,Other,Male,NA,Christian
"Howard, Damian",16I1507J,2019-01-15 12:20:48,testpostcode1,Nonexistentshire,Wales,Nurse & Midwife,Mental health,FALSE,"RNMH: Mental health nurse, level 1",testdate2,Northern Ireland,testdate1,England,Other,Other,NA,Muslim
"Kajiwara, Dakota",59I2281P,2019-06-12 12:14:52,testpostcode1,Nonexistentshire,England,Nurse,Mental health,FALSE,OH: Occupational health nurse,testdate2,Northern Ireland,testdate1,Northern Ireland,Other,Other,NA,Buddhist
"Snyder, Aarika",33D8683F,2019-04-23 19:27:55,testpostcode2,N-on-existent,England,Nurse & Midwife,Mental health,TRUE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate1,Outside UK,testdate1,Wales,British,Other,NA,Muslim
"Richmond, Brittany",56Y1124L,2019-12-21 10:58:12,testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,"RN9: Fever nurse, level 2",testdate1,Scotland,testdate1,Wales,Other,Male,NA,Muslim
"Thompson, Cody",69M9954N,2019-03-08 04:13:49,testpostcode2,Nonexistentshire,Wales,Midwife,Adult,TRUE,SCMH: Specialist practitioner: Community mental health nursing,testdate2,Outside UK,testdate2,Scotland,British,Male,NA,Hindu
"Merritt, Kaleb",99S1592P,2019-12-05 23:20:20,testpostcode2,Nonexistentshire,Northern Ireland,Midwife,Mental health,TRUE,"RN6: Learning disabilities nurse, level 2",testdate2,Northern Ireland,testdate2,Wales,British,Other,NA,Christian
"Landry, Brandon",89Q0109A,2019-05-27 05:30:31,testpostcode2,N-on-existent,Wales,Midwife,Adult,TRUE,"RNMH: Mental health nurse, level 1",testdate1,Outside UK,testdate1,England,British,Other,NA,No religion
"Vathanavarin, Chrisna",33Y6303N,2019-01-08 13:35:02,testpostcode2,Nonexistentland,England,Nurse,Mental health,FALSE,LPE: Lecturer / Practice educator,testdate2,Northern Ireland,testdate1,Wales,Other,Male,NA,Jewish
"Bradshaw, Deven",57W6824C,2019-09-20 10:57:28,testpostcode1,Nonexistentland,Wales,Nurse & Midwife,Adult,TRUE,"RN8: Children's nurse, level 1",testdate1,Northern Ireland,testdate2,England,British,Other,NA,Muslim
"Berg, Joshua",42D5258B,2019-05-07 06:45:44,testpostcode1,Nonexistentshire,England,Midwife,Mental health,TRUE,"RN8: Children's nurse, level 1",testdate2,Wales,testdate2,Northern Ireland,Other,Other,NA,Other religion
"Ohlig, Macy",21U5778Z,2019-11-01 14:14:21,testpostcode1,Nonexistentland,Wales,Nurse & Midwife,Adult,TRUE,V300: Nurse independent / supplementary prescriber,testdate1,Northern Ireland,testdate2,Northern Ireland,Other,Male,NA,Christian
"Keenan, Taylor",83Q7266C,2019-09-23 03:50:19,testpostcode2,Nonexistentshire,Northern Ireland,Nurse & Midwife,Adult,TRUE,"RN8: Children's nurse, level 1",testdate1,Scotland,testdate2,Wales,Other,Other,NA,Christian
"Castaneda, Alexis",48L5934M,2019-03-15 09:36:47,testpostcode2,Nonexistentland,Northern Ireland,Nurse & Midwife,Adult,FALSE,ROH: Occupational health nurse,testdate1,Northern Ireland,testdate2,Scotland,British,Other,NA,Religion not stated
"Trevithick, Bailey",79G6762E,2019-01-18 14:03:30,testpostcode1,Nonexistentland,England,Nurse & Midwife,Mental health,TRUE,"RN1: Adult nurse, level 1",testdate1,England,testdate2,Wales,Other,Female,NA,No religion
"Alak, Elizabeth",96A4736L,2019-06-20 05:57:54,testpostcode2,Nonexistentland,Scotland,Nurse,Mental health,TRUE,"RN5: Learning disabilities nurse, level 1",testdate2,Northern Ireland,testdate2,Scotland,Other,Male,NA,Religion not stated
"Clow, Taylor",89Z4892P,2019-05-31 16:51:15,testpostcode2,Nonexistentshire,Wales,Midwife,Adult,FALSE,SPCC: Specialist practitioner: Community children’s nursing,testdate1,Outside UK,testdate2,Northern Ireland,British,Male,NA,Buddhist
"Herold, Tiffany",91D7077I,2019-09-16 08:45:18,testpostcode2,Nonexistentshire,England,Midwife,Mental health,FALSE,FHN: Family health nurse,testdate1,Outside UK,testdate1,Northern Ireland,Other,Male,NA,Muslim
"Lumsden, Ruby",33V3095V,2019-12-13 21:13:58,testpostcode1,N-on-existent,Northern Ireland,Nurse,Adult,TRUE,"RN1: Adult nurse, level 1",testdate1,England,testdate2,Northern Ireland,British,Other,NA,Christian
"Garcia, Shiloh",09N5008I,2019-09-12 00:05:08,testpostcode2,Nonexistentland,Scotland,Midwife,Mental health,TRUE,SPC: Specialist practitioner: Children's nursing,testdate2,Wales,testdate2,Scotland,Other,Other,NA,Hindu
"Franko, Maesa",73B7535Z,2019-06-20 18:00:06,testpostcode2,Nonexistentshire,Northern Ireland,Midwife,Mental health,FALSE,SPLD: Specialist practitioner: Learning disability nurse,testdate2,Wales,testdate1,Wales,Other,Male,NA,Hindu
"Sicairos Rivera, Sarah",60P8717X,2019-09-20 12:05:38,testpostcode2,N-on-existent,Northern Ireland,Midwife,Mental health,FALSE,"RN7: General nurse, level 2",testdate2,England,testdate2,Wales,British,Other,NA,Religion not stated
"Jang, Jason",91D0415I,2019-05-23 08:20:25,testpostcode2,Nonexistentland,England,Nurse,Mental health,TRUE,"RNA: Adult nurse, level 1",testdate2,Scotland,testdate1,England,British,Other,NA,Religion not stated
"Dennis, Jada",66C6333Q,2019-05-17 10:59:15,testpostcode2,Nonexistentshire,Wales,Midwife,Adult,TRUE,V300: Nurse independent / supplementary prescriber,testdate1,England,testdate1,England,Other,Female,NA,Christian
"Narayanswamy, Isabelle",65N8803S,2019-07-16 03:30:14,testpostcode2,Nonexistentland,England,Nurse,Adult,TRUE,SPA: Specialist practitioner: Adult nursing,testdate2,Northern Ireland,testdate2,England,Other,Male,NA,Other religion
"Meltzer, Alisha",20P9334Y,2019-06-23 20:49:20,testpostcode2,Nonexistentshire,Wales,Nurse & Midwife,Mental health,TRUE,"RN9: Fever nurse, level 2",testdate2,England,testdate2,Scotland,British,Other,NA,Religion not stated
"al-Salame, Mukarram",27Q3058U,2019-02-02 14:01:44,testpostcode2,Nonexistentshire,England,Nurse,Adult,FALSE,OH: Occupational health nurse,testdate1,Outside UK,testdate2,Scotland,British,Other,NA,Christian
"Mendoza, Katy",16Q4526D,2019-02-11 23:55:20,testpostcode2,Nonexistentland,England,Nurse & Midwife,Mental health,TRUE,"RN7: General nurse, level 2",testdate2,Scotland,testdate1,Scotland,Other,Female,NA,Muslim
"Bennett, Stephen",02P7713D,2019-12-23 06:40:04,testpostcode1,Nonexistentshire,England,Nurse,Mental health,FALSE,RSN: School nurse,testdate2,Outside UK,testdate2,Wales,British,Female,NA,Other religion
"Nguyen, Lailanie",46F0595B,2019-01-16 01:26:23,testpostcode2,Nonexistentland,Wales,Midwife,Adult,FALSE,SCMH: Specialist practitioner: Community mental health nursing,testdate2,Outside UK,testdate2,Wales,Other,Male,NA,No religion
"Golden, Ashley",92F4464R,2019-05-27 21:16:18,testpostcode2,Nonexistentshire,England,Nurse,Adult,FALSE,"RN3: Mental health nurse, level 1",testdate2,England,testdate2,Northern Ireland,British,Female,NA,Muslim
"Allen, Natalie",26F3209W,2019-07-16 23:58:24,testpostcode2,Nonexistentshire,Scotland,Nurse,Mental health,FALSE,"RNMH: Mental health nurse, level 1",testdate1,Wales,testdate2,Wales,British,Male,NA,Muslim
"Smith, Don Shae",26O8773L,2019-10-12 10:40:00,testpostcode1,Nonexistentland,Wales,Midwife,Adult,FALSE,"RN3: Mental health nurse, level 1",testdate2,Scotland,testdate1,Wales,Other,Male,NA,No religion
"Avila, Manuel",11W2329D,2019-07-04 09:52:44,testpostcode2,Nonexistentland,Scotland,Nurse & Midwife,Adult,TRUE,"RN3: Mental health nurse, level 1",testdate2,England,testdate2,Scotland,Other,Male,NA,Muslim
"el-Muhammad, Shaheed",70B5794I,2019-05-05 18:56:38,testpostcode1,Nonexistentshire,Wales,Midwife,Mental health,FALSE,RHV: Health visitor,testdate2,England,testdate1,Scotland,Other,Female,NA,Other religion
"Camacho, Emma",16Q5245J,2019-09-05 16:27:10,testpostcode1,N-on-existent,Northern Ireland,Nurse & Midwife,Adult,TRUE,"RN5: Learning disabilities nurse, level 1",testdate2,England,testdate2,Wales,Other,Male,NA,Other religion
"Goheen, Britney",75G1368U,2019-04-13 04:19:20,testpostcode1,Nonexistentshire,Scotland,Nurse,Mental health,TRUE,"RNLD: Learning disabilities nurse, level 1",testdate2,Outside UK,testdate2,Northern Ireland,Other,Female,NA,Religion not stated
"Garza, Dalton",42P0941M,2019-10-30 09:30:50,testpostcode2,N-on-existent,England,Nurse & Midwife,Adult,TRUE,SCMH: Specialist practitioner: Community mental health nursing,testdate2,England,testdate2,Wales,Other,Other,NA,Hindu
"el-Akbari, Haleema",06Y4465W,2019-03-12 23:48:50,testpostcode1,Nonexistentshire,England,Midwife,Adult,TRUE,"RN3: Mental health nurse, level 1",testdate2,England,testdate1,England,British,Other,NA,Muslim
"el-Abood, Mushtaaq",01V0925Y,2019-10-27 14:14:11,testpostcode1,N-on-existent,Wales,Nurse,Mental health,TRUE,"RNC: Children's nurse, level 1",testdate1,Scotland,testdate1,England,British,Male,NA,Jewish
"Irick, David",02S9599S,2019-05-03 23:51:31,testpostcode2,Nonexistentland,Wales,Midwife,Mental health,FALSE,RFHN: Family health nurse,testdate2,Scotland,testdate2,Scotland,Other,Other,NA,Muslim
"Santistevan, Jarek",67M7940C,2019-08-05 19:49:41,testpostcode2,Nonexistentland,Scotland,Midwife,Mental health,TRUE,V200: Nurse independent prescriber (extended formulary),testdate1,Scotland,testdate1,Wales,Other,Female,NA,Other religion
"Hyden-Terry, Malakye",79D4872E,2019-10-25 03:23:28,testpostcode1,Nonexistentshire,England,Nurse & Midwife,Adult,FALSE,V200: Nurse independent prescriber (extended formulary),testdate2,Northern Ireland,testdate1,England,Other,Other,NA,Christian
"Bluejacket, Davidray",78A4622K,2019-04-01 02:17:24,testpostcode1,N-on-existent,Scotland,Midwife,Mental health,TRUE,V100: Community practitioner nurse prescriber,testdate2,Northern Ireland,testdate1,Wales,Other,Other,NA,Sikh
"Tovar, Alexxis",86D9603I,2019-10-23 19:52:06,testpostcode2,Nonexistentshire,England,Nurse & Midwife,Mental health,FALSE,TCH: Teacher,testdate2,Scotland,testdate1,Scotland,Other,Male,NA,Other religion
"Garcia, Kayla",65O3902V,2019-04-28 00:05:39,testpostcode1,N-on-existent,England,Nurse,Adult,FALSE,SPLD: Specialist practitioner: Learning disability nurse,testdate2,England,testdate2,Scotland,British,Other,NA,Muslim
"Grano, Hae",25H3559O,2019-03-05 12:44:37,testpostcode2,Nonexistentshire,Wales,Midwife,Adult,TRUE,RSN: School nurse,testdate1,Wales,testdate1,Scotland,British,Other,NA,Other religion
"Dorsett, Myron",96Z5730N,2019-03-11 05:05:49,testpostcode2,N-on-existent,England,Midwife,Adult,TRUE,"RN1: Adult nurse, level 1",testdate1,Wales,testdate1,Scotland,British,Female,NA,Religion not stated
"Carter, Jiane",87Z5104C,2019-01-09 02:45:57,testpostcode2,Nonexistentland,England,Nurse & Midwife,Mental health,TRUE,SN: School nurse,testdate2,England,testdate1,England,Other,Female,NA,Buddhist
"Nicholson, Alandra",18S6176F,2019-09-14 03:53:39,testpostcode2,Nonexistentland,Northern Ireland,Nurse,Adult,FALSE,V200: Nurse independent prescriber (extended formulary),testdate1,Scotland,testdate2,Northern Ireland,British,Other,NA,Buddhist
"Mandell, Dominic",07J3460V,2019-11-10 21:25:38,testpostcode1,Nonexistentshire,England,Nurse & Midwife,Adult,TRUE,SPMH: Specialist practitioner: Mental health,testdate1,Scotland,testdate2,Scotland,Other,Female,NA,Other religion
"el-Bari, Aaish",52I8567G,2019-05-10 14:31:56,testpostcode1,Nonexistentland,Wales,Nurse & Midwife,Mental health,FALSE,SPLD: Specialist practitioner: Learning disability nurse,testdate2,Outside UK,testdate1,Scotland,Other,Other,NA,Sikh
"Jurica, Grace",38B9898K,2019-06-02 10:47:47,testpostcode1,Nonexistentland,Wales,Nurse & Midwife,Mental health,FALSE,"RN2: Adult nurse, level 2",testdate2,Scotland,testdate2,Wales,British,Male,NA,Other religion
"Nguyen, Kirsten",07X6505R,2019-10-08 21:57:09,testpostcode2,Nonexistentshire,England,Nurse,Adult,FALSE,SPCC: Specialist practitioner: Community children’s nursing,testdate1,Scotland,testdate1,Scotland,British,Male,NA,Jewish
"el-Mansur, Mubashshir",80N5062J,2019-01-02 10:15:36,testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,FALSE,"RNC: Children's nurse, level 1",testdate1,Scotland,testdate2,Wales,British,Female,NA,Hindu
"Schmunk, Olivia",74R3308W,2019-01-20 23:40:10,testpostcode1,Nonexistentland,Scotland,Nurse & Midwife,Adult,FALSE,SPC: Specialist practitioner: Children's nursing,testdate1,Northern Ireland,testdate1,Wales,British,Female,NA,Other religion
"La, Ryan",63H9060J,2019-05-14 05:07:51,testpostcode1,N-on-existent,Scotland,Nurse,Adult,TRUE,SPC: Specialist practitioner: Children's nursing,testdate2,Scotland,testdate2,Wales,British,Male,NA,Hindu
"el-Malak, Raihaan",32Z6736N,2019-11-06 23:44:07,testpostcode2,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,FALSE,SPGP: Specialist practitioner: General practice nursing,testdate2,Outside UK,testdate2,Scotland,Other,Male,NA,Hindu
"Hedenkamp, Olivia",91R8362V,2019-08-09 01:02:50,testpostcode1,N-on-existent,England,Nurse,Adult,FALSE,"RN4: Mental health nurse, level 2",testdate2,England,testdate2,Wales,British,Other,NA,Muslim
"Webb, Elijah",94R4335M,2019-11-25 15:37:01,testpostcode2,Nonexistentshire,Scotland,Midwife,Adult,FALSE,"NAR: Nursing associate",testdate2,Scotland,testdate2,Scotland,Other,Female,NA,Muslim
"Schrader, Zane",96B7810N,2019-06-20 05:30:58,testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Adult,TRUE,RHV: Health visitor,testdate2,Scotland,testdate1,Scotland,Other,Other,NA,Religion not stated
