name,pin,joined,reason_for_leaving
"Roberts, Adrena",94C5379C,2019-10-13 20:14:12,NA
"Thompson, Travis",85F9067D,2019-02-05 21:29:26,NA
"Mills, Dominic",90U1082Q,2019-09-17 15:38:13,NA
"el-Wali, Waddaah",14S7918E,2019-11-18 09:32:14,NA
"el-Hossain, Taajuddeen",33T6156H,2019-04-15 11:51:27,NA
"Lynn, Megan",62U0139Q,2019-07-11 14:40:06,NA
"Galligan, Sydney",21E4468B,2019-09-10 21:25:28,NA
"al-Attar, Hissa",22O0033A,2019-08-25 05:03:22,NA
"Han, Jay",17X9537A,2019-03-06 17:26:07,NA
"Butler, Marcus",76P4980T,2019-12-14 19:31:38,NA
"Leal-Palacios, Karen",40Z6541O,2019-08-25 10:13:11,NA
"al-Kamara, Habeeba",11I3193Z,2019-01-05 20:08:11,NA
"Lim, James",25J6697W,2019-09-04 17:46:52,NA
"Doria, Quianah",89M9979Y,2019-06-05 19:28:49,NA
"Nealey, Omnia",06P0410P,2019-07-27 06:43:07,NA
"Ball, Steven",08B1506S,2019-01-13 03:45:37,NA
"Carey, Daejon",72P9318W,2019-02-05 04:30:20,NA
"Phillips, Autumn",13U0687C,2019-02-26 19:22:19,NA
"al-Ahsan, Turfa",63R1805G,2018-12-31 21:38:40,NA
"Sanchez, Jesus",09U1646T,2019-08-16 17:08:29,NA
"Maddux, Clifton",72G7760Q,2019-02-28 15:17:08,NA
"Tann, Bao",38F9899D,2019-02-10 00:10:48,NA
"Hiromasa, Courtney",94T0162A,2019-08-23 17:17:36,NA
"Dye, Jacey",39G6576L,2019-03-27 21:26:56,NA
"Flores Chavez, Angelica",75B0822E,2019-06-25 03:16:36,NA
"Broomand, Katherine",97K2486H,2019-11-30 04:49:53,NA
"Phoenix, Toure",59H5397O,2019-09-11 14:07:10,NA
"Le, Mitchell",40J8057M,2019-07-21 23:02:51,NA
"Aguilar, Susana",83Q7266C,2019-10-10 23:15:39,NA
"De La Cruz, Michael",72S1620U,2019-03-06 17:26:07,NA
"Lund, Brendon",16C1503O,2019-12-07 16:07:24,NA
"Sago, Chase",96C5457J,2019-06-03 05:46:23,NA
"Dalrymple, Sebastian",93Y7713W,2019-01-26 18:11:38,NA
"el-Ahmadi, Yaasmeen",25U2041V,2019-08-20 18:18:31,NA
"Sotelo, Steven",48Z4827A,2019-03-27 23:57:18,NA
"Tuttle, Angad",26Q2094L,2019-01-30 19:37:58,NA
"el-Kamal, Manaara",77G8434V,2019-01-18 03:09:57,NA
"Raigoza, Sebastian",48C5887U,2019-08-17 11:34:03,NA
"Lovan, Sierra",75O4471J,2019-01-12 15:43:00,NA
"Heinecke, Austin",26L9928B,2019-11-02 04:30:48,NA
"Medina, Jose",98P2988E,2019-07-31 14:16:29,NA
"Park, Timothy",43C6754G,2019-01-10 07:14:54,NA
"el-Bacho, Ghaamid",79L1994M,2019-01-08 22:24:59,NA
"al-Sattar, Sanad",21S4785F,2019-03-01 11:12:30,NA
"Bennetts, Tristin",28G5303E,2019-06-28 22:58:42,NA
"Payan, Orlando",03K1915F,2019-02-24 01:10:06,NA
"Montelongo-Declay, Daniel",14E9488H,2019-11-06 07:57:27,NA
"Huynh, Andrew",87M8846T,2019-08-12 01:40:34,NA
"Martinez, Alicia",60C1228P,2019-10-26 10:57:46,NA
"Laborin, Evonne",52R0249D,2019-11-17 03:26:42,NA
"Alex, Harrison",92T2275U,2019-10-10 09:34:18,NA
"Rios, Theodore",19Y4248Z,2019-12-22 22:27:54,NA
"Stevenson, Kimuraamor",99G0598D,2019-09-20 04:04:41,NA
"Damiana, Michael",61E1389C,2019-04-04 01:35:31,NA
"Gutshall, Connor",60O3142I,2019-02-04 01:28:12,NA
"el-Begum, Uqbah",86Y3509G,2019-01-10 20:53:16,NA
"Whitecalf, Jordan",94F6730E,2019-08-02 17:05:33,NA
"el-Ayub, Awda",34S8281S,2019-05-01 23:33:52,NA
"Deaver, Christopher",25M4957A,2019-06-20 06:01:41,NA
"al-Islam, Zubair",16C5350L,2019-05-14 04:42:57,NA
"el-Mohamad, Siddeeqa",10A5142X,2019-04-03 08:08:04,NA
"Langelaar, Mary",95T6933Y,2019-04-11 03:56:19,NA
"el-Ramadan, Mumina",11U4225P,2019-05-06 12:32:57,NA
"el-Sadiq, Daif",11Z7055H,2019-01-23 16:12:13,NA
"Berg, Joshua",63S4884B,2019-12-13 21:13:58,NA
"Kim, Cameron",50H8653C,2019-11-14 00:16:58,NA
"Schneider, Kiefer",42G5648Q,2019-05-26 20:37:03,NA
"Jackson, Makayla",23T5045F,2019-11-25 11:36:46,NA
"el-Galla, Naadiya",57O7027X,2019-08-18 12:09:59,NA
"Paulk, Mikayla",56N5806E,2019-03-16 22:20:35,NA
"Warat, Joshua",42Q6431F,2019-10-27 03:41:36,NA
"Golden, Ashley",84L4511O,2019-09-28 12:29:59,NA
"al-Hammoud, Afeef",09C9063W,2019-08-12 15:22:53,NA
"Ramesh, Chiara",73F6226L,2019-11-04 06:30:33,NA
"Alvarez, Jacob",56T3491A,2019-03-20 13:14:20,NA
"Risendal, Ciara",23B4640R,2019-06-12 05:06:55,NA
"Rodriguez, Jesse",60P0772W,2019-06-18 04:44:07,NA
"Gallardo, Elias",67E1257J,2019-06-17 01:52:58,NA
"al-Turay, Rafeeqa",86Z5140K,2019-03-26 20:31:25,NA
"Steele, Kelsey",23M0420E,2019-01-23 17:26:08,NA
"Candelaria, Carlos",20Q7822H,2019-10-01 00:48:38,NA
"Johnson, Melissa",16V2839X,2019-08-12 11:33:33,NA
"Filippazzo, Jamie",30Q1888L,2019-06-01 19:43:06,NA
"Yeung, Jin",16W6886K,2019-10-02 15:58:33,NA
"al-Tabet, Rumaana",78G5651K,2019-02-26 08:08:02,NA
"Price, Taven",96A6856V,2019-09-15 18:45:34,NA
"Marlow, Kate",07T4513S,2019-01-23 07:15:59,NA
"Xiong, Connor",37Q4645E,2019-11-06 18:00:47,NA
"Mizokami, Scott",96E2896N,2019-08-31 15:56:12,NA
"Martinez, Derrick",65X1908P,2019-02-20 19:07:08,NA
"al-Jamil, Rayyana",31B4103K,2019-02-21 04:23:56,NA
"Riley, Kevin",88T5910R,2019-02-12 02:39:10,NA
"Scally, Jacob",93D4630U,2019-08-24 20:23:50,NA
"Mcateer, Taylor",50D8093Z,2019-04-02 01:19:18,NA
"Whitman, Darian",82P6967I,2019-03-25 16:39:36,NA
"Mathews, Xiaoran",34F3897N,2019-11-15 19:12:04,NA
"Freismuth, Ryan",26W8045V,2019-06-21 04:37:12,NA
"Jones, Althean",89M9979Y,2019-08-19 02:59:10,NA
"el-Bari, Ibtisaama",84X2612J,2019-04-22 19:51:59,NA
"Char, Zachary",66A5532U,2019-12-02 02:19:00,NA
"Crupi, Renae",21G8991Z,2019-06-29 23:17:01,NA
"Rockwell, Brian",06W2821B,2019-05-23 08:20:25,NA
"Lo, Dylan",14E9693H,2019-02-21 01:22:55,NA
"Arviso, Shawnee",51U9186T,2019-02-14 06:43:31,NA
"Asakawa, Ailin",30S7717K,2019-08-15 23:59:38,NA
"Cowart, Jermal",77G6421F,2019-11-05 00:24:25,NA
"Montoya, Julia",91P8078J,2019-10-12 18:16:54,NA
"al-Mady, Zaitoona",02Q7081Q,2019-09-14 14:04:29,NA
"Loyola, Sebastian",05E7374C,2019-11-01 02:29:35,NA
"Sevenski, Tyler",10G0804U,2019-02-13 01:37:11,NA
"al-Ammar, Shahaama",34L2554B,2019-12-21 07:32:24,NA
"Culberson, Marissa",67L3147M,2019-05-16 19:48:15,NA
"Gonzales, Christina",29Q6520W,2019-11-17 11:48:33,NA
"Keesee, Aleksandr",70F4546Y,2019-04-02 07:15:59,NA
"Basquez, Karen",75H2294T,2019-05-11 12:49:01,NA
"Lee, Justin",10C4682M,2019-08-05 15:12:30,NA
"Lumsden, Robert",53I4216O,2019-12-05 06:48:03,NA
"Mckenzie, Leon Hunter",02H1338F,2019-06-08 05:27:14,NA
"Quick, Zackarie",63D8723U,2019-05-02 12:47:00,NA
"Jackson, Quincy",27S1241E,2019-06-19 01:15:32,NA
"Mai, Harmandeep",12V1243C,2019-04-10 01:40:51,NA
"Starks, Gianny",30X0123E,2019-10-28 00:37:30,NA
"Sonnier-Freelon, Boris",31F3287O,2019-09-28 04:14:45,NA
"el-Soliman, Raaji",90N5906I,2019-09-05 01:17:26,NA
"Lovato, Darwyn",69T2641F,2019-08-26 22:01:11,NA
"Keys, Elly",22X2388O,2019-11-01 15:32:59,NA
"Derock, Justin",23X9126D,2019-11-16 21:36:17,NA
"el-Attar, Sabaah",73H0804T,2019-10-29 18:11:22,NA
"Rodelas Chavira, Angelo",81Q3451C,2019-09-06 06:59:49,NA
"Scally, Jacob",26Y2797L,2019-12-16 23:56:15,NA
"Edwards, Judith",23Y9737U,2019-12-26 13:01:50,NA
"Metsala, Lukas",38M7465S,2019-11-20 03:42:17,NA
"al-Zaidi, Sukaina",52F3392V,2019-05-26 23:45:07,NA
"Clark, Halley",40G0555F,2019-03-22 07:15:52,NA
"Austin, Mercedez",88T5910R,2019-01-28 00:49:53,NA
"Nguyen, Meilani",61S2259N,2019-08-27 01:28:52,NA
"Lovan, Lance",31S9126I,2019-02-10 00:35:39,NA
"Otgonbayar, Matthew",87D3810M,2019-01-15 21:11:55,NA
"el-Jafri, Rayyana",67S8857C,2019-08-15 15:01:34,NA
"Le, Parker",74K9646H,2019-01-27 13:54:04,NA
"Nguyen, Steven",66A5532U,2019-11-17 07:03:05,NA
"el-Azad, Ghaali",84B9433M,2019-09-18 13:19:34,NA
"Mendiola Olague, Guadalupe",08G2639B,2019-01-30 19:37:58,NA
"al-Salame, Mukarram",22Q9957U,2019-12-24 22:19:50,NA
"Forte, Emily",98H0641K,2019-07-21 09:19:33,NA
"Garcia, Nicole",21S3238C,2019-03-24 20:21:02,NA
"Begay, Steven",05K8180A,2019-01-15 12:20:48,NA
"el-Gaber, Hiba",55O2862A,2019-09-20 04:24:32,NA
"Plum, Mitchell",50Z2543P,2019-08-01 03:58:28,NA
"Rupp, Phelicia",20Z1601O,2019-11-14 20:42:16,NA
"Lane, Janetta",91H1196K,2019-08-08 02:53:11,NA
"Topper, Zachery",85H1667I,2019-07-16 17:24:34,NA
"Villanueva, Thang",51X3533A,2019-02-07 17:31:53,NA
"Justman, Mele",80Y6038N,2019-02-14 06:43:31,NA
"Phan, Elizabeth",52U0888C,2019-05-17 13:50:16,NA
"Tran, Jenny",96C1698S,2019-02-27 23:46:45,NA
"Swift, Kelly",20S8532P,2019-03-23 23:44:13,NA
"Fuino, Tahma",26R9413T,2019-02-28 15:53:06,NA
"Tenorio, Eidy",09H1645N,2019-01-18 16:09:19,NA
"el-Farran, Hudhaifa",04P5529H,2019-02-27 17:19:43,NA
"Cerato, Leinaya",57R5067W,2019-01-22 11:41:28,NA
"Her, Chan Young",69T2641F,2019-07-13 20:23:00,NA
"Hernandez, Angel",36A2021K,2019-07-20 20:05:24,NA
"el-Asad, Nakheel",75U7396Y,2019-03-29 14:32:48,NA
"Loza-Lopez, Justine",30B8303T,2019-02-01 23:05:13,NA
"Macisaac, Chance",93L4296I,2019-04-01 14:10:40,NA
"al-Jamail, Hanoona",17N9447K,2019-08-30 16:59:34,NA
"Son, Erica",86P5888T,2019-08-02 04:54:01,NA
"Oakley, Makisha",20W5742G,2019-04-24 03:10:11,NA
"Robertson, Lolita",93J1192O,2019-11-17 14:44:19,NA
"Bell, Michael",71M9233F,2019-04-19 00:32:10,NA
"Fuentes, Dylan",44B4239E,2019-02-02 00:48:52,NA
"Colangelo, Jennie",89X4534X,2019-03-28 09:55:37,NA
"Cumber, James",29U8192W,2019-06-24 17:15:24,NA
"el-Emami, Ghuzaila",44Y6280R,2019-05-13 02:43:23,NA
"Yee, Gary",35A9822O,2019-10-30 19:25:19,NA
"Mosinski, Shelby",19V5130Y,2019-03-18 06:49:17,NA
"Mcbride, Jessica",68Q6882E,2019-02-06 15:14:23,NA
"Vue, Justin",03V8842B,2019-08-24 11:18:12,NA
"Sheets, Zachary",21L7044V,2019-02-14 08:35:20,NA
"Mckenzie, Archibald",91D0415I,2019-01-23 12:07:04,NA
"Smith, Micah",52O4021I,2019-01-23 07:12:49,NA
"Montoya, Erick",20E4687R,2019-10-29 19:58:59,NA
"Adhikari, Josie",53M1714O,2019-04-29 14:39:36,NA
"Campbell, Trizton",94D0544Q,2019-04-17 22:33:51,NA
"Bruner, Samantha",93B5647N,2019-08-16 08:20:39,NA
"Flores, Lynnette",69W4092F,2019-09-28 03:06:05,NA
"Johnson, Earl",16I6081G,2019-01-21 01:34:43,NA
"Herrera, Sage",75F7633X,2019-12-28 12:22:29,NA
"el-Salek, Nafeesa",51Q1160B,2019-03-18 16:33:03,NA
"Suto, Ritika",07P3696D,2019-10-08 10:16:09,NA
"Hardy, Jennifer",24Y1869I,2019-08-07 05:06:20,NA
"Martinez, Tommiekae",31I3487V,2019-06-04 12:24:47,NA
"Munoz, Catherine",21L6488G,2019-02-28 15:53:06,NA
"Chavez, Dilan",50D8093Z,2019-10-09 18:44:20,NA
"Grayes, Lanora",44T4255K,2019-01-29 11:19:31,NA
"Kim, Joshua",11P1284P,2019-12-26 06:06:58,NA
"Charley, Shawn",77Q5491T,2019-10-01 00:48:38,NA
"Cundiff, Levi",65O6879P,2019-03-03 13:40:39,NA
"el-Jama, Hazeela",46I8425A,2019-04-01 23:09:50,NA
"Culpepper, Cheyne",94L3903Z,2019-09-20 08:18:42,NA
"Williams, Paul",13H3012I,2019-10-01 14:58:45,NA
"Leslie, Serena",39K9048L,2019-03-20 00:16:20,NA
"Ryckman, Brandon",36H6332G,2019-01-23 04:26:40,NA
"al-Yamin, Marzooq",96A7987X,2019-09-07 14:28:25,NA
"Watkins, Michael",35P5126A,2019-02-12 00:35:23,NA
"Martinez, Jordan",47S2865P,2019-12-01 15:10:22,NA
"Gonzalez, Jeremy",61D0948K,2019-12-08 04:53:29,NA
"Mason, Brittany",57F1340Y,2019-03-28 07:43:55,NA
"Vigil, Myles",94N2362K,2019-09-15 16:34:21,NA
"Silva, Natalia",21E4969I,2019-05-15 20:12:23,NA
"Cheek, Kenaya",56X3743P,2019-04-19 06:21:58,NA
"Brinkmann, Mariah",57P4874Y,2019-05-10 21:49:23,NA
"Berger, Walker",18Q7709C,2019-05-03 12:01:24,NA
"Garcia, Tyana",96Q3418R,2019-09-16 00:58:27,NA
"Luna, Jaxon",72V8443R,2019-01-26 18:16:48,NA
"el-Ayub, Awda",85S2973Y,2019-03-27 20:25:02,NA
"Gaucin, Iain",09E4479V,2019-10-10 21:48:29,NA
"Than, Nikolas",67R4191U,2019-11-14 16:39:53,NA
"Johnson, Davontay",77L2763Z,2019-07-01 04:01:29,NA
"Fazio, Hannah",86W8853P,2019-03-26 20:31:25,NA
"Huynh, Andrew",88O2911L,2019-10-11 04:53:13,NA
"Sterett, Yuqiong",28G5303E,2019-01-27 00:32:20,NA
"Shrestha, Olivia",41G6137W,2019-10-29 23:55:20,NA
"Mccomb, Tristin",05E9709A,2019-02-26 07:33:46,NA
"Begay, Alana",12P6865P,2019-06-03 18:37:22,NA
"Lasota, Kloe",92A5605V,2019-12-10 17:18:50,NA
"Gonzales, Christina",28X9831G,2019-08-06 10:55:43,NA
"Mertz, Parker",19R1282M,2019-02-02 23:08:00,NA
"Davis, De'Anthone'E",52D2117P,2019-06-29 01:23:36,NA
"Hardy, Allison",44A1447W,2019-10-29 18:11:22,NA
"el-Waheed, Saamir",49T1717V,2019-06-25 18:05:40,NA
"Moon, Pragna",62F8870M,2019-01-16 00:22:15,NA
"al-Zaman, Salaah",89Z1286N,2019-03-11 02:16:40,NA
"Martin, Richard",67Y1611B,2019-03-11 02:54:34,NA
"Riddle, Brooklyn",03L6362G,2019-10-09 15:44:55,NA
"Dodson, Erin",96W3316G,2019-09-22 12:46:20,NA
"Speed, Hannah",63L3960A,2019-03-26 07:55:38,NA
"Sanchez, Francisco",88G4405I,2019-05-02 08:53:28,NA
"Traversie, Lucas",87G9770A,2019-10-18 05:05:09,NA
"Wells, Millard",39R4515D,2019-03-25 00:26:18,NA
"Steege, Patricia",76O1627T,2019-03-08 07:06:53,NA
"Ortiz, Iliana",33Y9326J,2019-04-19 20:42:58,NA
"Teeter, Yeon",89C0995L,2019-02-25 04:57:44,NA
"Reese, Courtney",76H1480Z,2019-04-27 07:04:59,NA
"el-Abid, Lutfiyya",58G5773X,2019-09-06 13:03:38,NA
"al-Abid, Miqdaam",92F6665O,2019-07-09 18:01:30,NA
"Wilson, Trinity",30T3358H,2019-02-02 14:01:44,NA
"Bean, Ladaisha",24U4461X,2019-01-21 10:37:05,NA
"el-Shaban, Kameela",76I6026X,2019-02-17 03:49:23,NA
"Harms, Seth",79D4872E,2019-10-01 07:22:52,NA
"Flores, Cinthia",65J6285X,2019-06-17 01:38:09,NA
"el-Shariff, Labeeb",89O4111W,2019-08-26 13:38:33,NA
"Piazza, Derek",47Y9933Z,2019-04-06 02:40:51,NA
"Untalan, Sae",92A6477J,2019-10-12 14:44:03,NA
"Phoenix, Toure",93R8381I,2019-08-26 15:35:47,NA
"Fellows, Julie",78K1540M,2019-02-28 16:18:55,NA
"Lucero, Guadalupe",48O7039Z,2019-01-06 06:39:50,NA
"Sandoval, Francisco",20A1293M,2019-09-29 15:30:10,NA
"Poor Alcon, Mackenzie",75S1275B,2019-11-05 14:08:33,NA
"Kusumoto-Puryear, Annie",20E5469Y,2019-10-15 16:27:30,NA
"Kelly, Sara",46X1904C,2019-12-14 04:10:04,NA
"Nededog, Adam",89P3834U,2019-07-07 16:19:54,NA
"Elder, Jacob",36S4075O,2019-03-26 08:37:25,NA
"Ortiz, Louis",59A9339M,2019-10-25 21:25:53,NA
"Gul, Laura",77Z1233G,2019-02-25 10:50:35,NA
"Brown, Omar",98I2558H,2019-03-10 21:45:32,NA
"Riley, Kevin",59X1020D,2019-09-04 21:56:46,NA
"Moore, Monea",50L3232G,2019-02-14 10:45:33,NA
"Hubbs, Gracie",00R3221D,2019-05-27 18:13:15,NA
"el-Aman, Nooriyya",16I6503D,2019-02-12 03:13:22,NA
"Watts, Gabriel",25R0817C,2019-08-22 19:45:55,NA
"el-Amara, Inaaya",91V2647B,2019-12-05 19:39:25,NA
"Filippazzo, Jamie",76T3484R,2019-03-04 12:08:27,NA
"Smith, Michael",02L3892D,2019-03-23 11:12:45,NA
"Lockett, Quashaya",47M0113O,2019-11-07 19:39:37,NA
"Cordova, Tara",02U8355O,2019-03-03 19:01:59,NA
"Castillo, Eduardo",32V0856T,2019-10-11 17:46:50,NA
"Crump, Lemich",98I5162W,2019-03-01 06:15:34,NA
"al-Parsa, Haajid",73W0184F,2019-06-01 15:49:56,NA
"Madsen, Mark",76Y7960O,2019-03-08 01:19:55,NA
"al-Samad, Aneesa",88Z6960Q,2019-11-12 18:44:51,NA
"Cramer, James",75O4191Z,2019-10-13 02:59:22,NA
"Cdebaca, Jakob",57R5067W,2019-04-01 06:05:12,NA
"Upadhyay, De Ying",26T5387T,2019-03-27 07:09:08,NA
"Laner, Jordan",08L8216Y,2019-06-10 00:16:01,NA
"al-Beydoun, Mufliha",42S1375X,2019-08-28 07:03:08,NA
"el-Karam, Zulfa",93R7972R,2019-08-12 21:15:45,NA
"Alger, Mason",24M5035E,2019-07-07 05:23:40,NA
"Alequin, Maria",75K6867Y,2019-10-19 11:23:03,NA
"el-Faris, Ramalaan",88E7982J,2019-08-12 15:58:30,NA
"San Pedro, Maysea",33H7743V,2019-05-07 15:53:02,NA
"Son, Yonghyuk",66Q5324J,2019-10-17 12:28:34,NA
"Mahowald, Alli",13Z1512B,2019-02-19 16:27:48,NA
"al-Bagheri, Widdad",47N2813A,2019-07-12 13:31:40,NA
"Mccaughey, Josef",51R0633U,2019-10-21 15:53:48,NA
"Smith, John",11T1891Z,2019-07-26 18:00:14,NA
"el-Afzal, Taariq",13Z7081H,2019-12-11 19:43:12,NA
"Murphy, Simone",33Y2857R,2019-10-31 00:21:12,NA
"Maqbool, Emily",98Y0717E,2019-05-18 15:00:21,NA
"Favors, Pranaya",81S3948I,2019-12-25 23:29:57,NA
"Garcia, Luis",64F3820A,2019-05-04 10:39:22,NA
"Schell, Daniel",25F5429G,2019-01-14 10:05:09,NA
"Galligan, Sydney",49S7409T,2019-02-09 08:02:51,NA
"Reese, Erin",54O4301J,2019-04-02 22:46:25,NA
"Fosse, Marissa",50R4759U,2019-04-03 21:34:04,NA
"al-Abdalla, Taiseer",99U3656P,2019-01-10 12:18:35,NA
"Hall, Jacob",58T5088Z,2019-08-12 13:39:35,NA
"Golden, Alexander",77W5765L,2019-05-23 12:05:40,NA
"Kee, Kenneth",55E9669X,2019-10-13 21:35:47,NA
"Potter, Matthew",11N0730K,2019-03-09 00:21:49,NA
"Singh, Kailen",46T6475R,2019-10-11 18:46:40,NA
"Cabrera, Lijie",43H2665D,2019-03-04 13:12:28,NA
"Brendsel, Tavia",92V5696S,2019-05-10 02:37:00,NA
"Wilson, Emily",31F3287O,2019-05-05 13:27:24,NA
"el-Elbaz, Jaadallah",00X7721E,2019-05-09 07:06:50,NA
"Tita, Stanlon",71J4124F,2019-05-30 11:36:33,NA
"Callahan, Janae",54A6627E,2019-02-12 08:46:35,NA
"Olivas, David",50G9456F,2019-07-06 16:06:39,NA
"Smith, Ariel",70A3183O,2019-10-28 13:45:28,NA
"Le, Shahida",88Q7270C,2019-11-25 14:11:06,NA
"el-Abdallah, Rasheeqa",70D0218L,2019-09-04 11:26:17,NA
"Warren, Kara",87K6277H,2019-05-09 11:27:24,NA
"Nguyen, Kyla",03E2548W,2019-11-22 14:46:31,NA
"Harper, Quincy",48P5582B,2019-10-05 08:45:21,NA
"Eltayeb, Jasahne",76X2255H,2019-08-25 04:24:11,NA
"Sadler, Payton",52D2117P,2019-07-07 04:06:12,NA
"Cole, Anthony",34K3796Y,2019-09-11 21:27:58,NA
"Lujan, Vyncynt",32O8525S,2019-04-06 18:46:50,NA
"Leslie, Serena",39P4484G,2019-05-18 15:21:41,NA
"el-Ramadan, Mumina",60O3142I,2019-08-20 00:01:38,NA
"Than, Lois",11K6488T,2019-11-21 02:18:49,NA
"Williams, Tyler",57D8866W,2019-03-14 18:21:16,NA
"Hearns, Raelin",64T8367I,2019-01-09 21:34:26,NA
"Terry, Ashley",63I0797G,2019-03-31 21:49:29,NA
"Dalrymple, Sebastian",28B8846D,2019-07-26 22:43:30,NA
"Delmonte, Emily",85Q7924T,2019-07-05 13:34:58,NA
"Lonowski, James",10K6939C,2019-06-25 06:39:14,NA
"Sims-Cummings, Jayla",75U5938S,2019-06-21 10:09:05,NA
"Callahan, Janae",62C9903D,2019-11-18 09:32:14,NA
"Medicine Bear, Cheryl",56W9135U,2019-01-15 04:24:05,NA
"Athwal, Eric",18T8100W,2019-03-29 08:05:09,NA
"Klose, Christopher",76E7341K,2019-02-28 16:54:51,NA
"Malcom, Katherine",41O9491N,2019-03-06 16:24:45,NA
"el-Faris, Maajida",17R4008L,2019-09-15 06:45:17,NA
"Montoya, Joe",28B8846D,2019-06-18 04:44:07,NA
"el-Mona, Luwai",82B3159Q,2019-04-09 16:31:49,NA
"al-Yamin, Marzooq",88X1725O,2019-03-07 02:22:33,NA
"Litt, Tracy",54U2543C,2019-10-30 19:25:19,NA
"Simanskas, Stephen",72C1189M,2019-09-12 03:24:25,NA
"Kamath, Sarah",24K2540U,2019-05-16 19:48:15,NA
"Martinez, Tyler",45N8151V,2019-06-03 14:07:29,NA
"el-Naderi, Ghaali",12I1835R,2019-07-09 07:45:54,NA
"Zamora, Destiny",31W0684O,2019-05-21 09:46:11,NA
"el-Salem, Nabeeh",63I0175T,2019-08-08 01:55:19,NA
"Escobar Ortega, Odila",40E5893V,2019-07-15 13:25:16,NA
"Schlidt, Bailey",76E1481D,2019-01-24 19:45:34,NA
"al-Mona, Abeer",28F2599L,2019-05-16 16:40:50,NA
"Bennett, Joshua",54W7645B,2019-05-22 03:41:55,NA
"Medicine Bear, Cheryl",37Z7222P,2019-09-15 06:45:17,NA
"Mylander, Kylie",36A2021K,2019-10-16 04:50:48,NA
"el-Othman, Zayyaan",03R7944H,2019-04-23 11:25:45,NA
"al-Farag, Randa",23P6685Z,2019-09-15 16:10:42,NA
"Tanimoto, Devin",85V5102J,2019-11-12 02:41:38,NA
"el-Iman, Haazim",29E2455L,2019-12-11 07:53:57,NA
"Sharma, Rohit",51Q1160B,2019-08-05 13:32:28,NA
"Johnson, Melissa",98M9224Q,2019-09-07 21:26:37,NA
"English, Audrey",82F8937U,2019-06-06 04:10:46,NA
"Hall, Jacob",47A1630O,2019-01-03 13:09:12,NA
"Song, Noah",10Z0008Q,2019-08-31 23:21:58,NA
"Johnke, Scott",76V9611S,2019-06-24 17:15:24,NA
"Alvarado, Gisela",78C2377D,2019-11-17 10:52:34,NA
"el-Uddin, Shafaaa",92P6150P,2019-05-13 12:40:42,NA
"Sieger, Gabriella",05C1543V,2019-07-31 09:08:01,NA
"Vigil, Mauricio",17Z3989V,2019-12-18 07:31:40,NA
"Christensen, Alexander",88K7445U,2019-06-21 07:08:30,NA
"Robinson, Jared",04T0787T,2019-10-07 00:00:25,NA
"Fehr, Madison",20G9930Q,2019-01-19 00:12:48,NA
"Weston, Lorrie",55P1835X,2019-01-08 12:49:22,NA
"Worley, Samuel",83K8986I,2019-09-03 03:54:58,NA
"Murray, Simon",91B3288C,2019-03-01 11:59:08,NA
"Le, Isiah",56A3355D,2019-06-10 05:07:49,NA
"Adlesperger, Emily",46J7008Z,2019-01-31 18:52:24,NA
"Valenzuela, Kathy",50M1809P,2019-03-08 05:09:25,NA
"Cosby, Remon",28Y4286Y,2019-10-20 04:33:17,NA
"Ware, Alexander",20M4129S,2019-07-18 21:02:23,NA
"al-Shariff, Musheer",93J5683O,2019-11-22 20:31:51,NA
"el-Salem, Nabeeh",38X4496G,2019-06-03 11:54:27,NA
"Gonzalez, Jeremy",53Q5138H,2019-08-24 21:35:07,NA
"Davis, Vanisha",87X4956S,2019-08-31 05:23:32,NA
"Dye, Jacey",81Z2592W,2019-11-25 12:53:54,NA
"Kolozsy, Terrance",53K6216K,2019-08-26 02:53:49,NA
"Martinez, Tommiekae",31V0277Z,2019-02-08 11:58:13,NA
"al-Saade, Munjid",38X2276B,2019-10-22 11:12:19,NA
"Davis, Alex",04Z6590F,2019-05-28 16:42:24,NA
"Huerena Lucero, Miguel",07P3537C,2019-10-16 14:09:55,NA
"Carpenter, Elise",15G1924S,2019-10-10 02:59:40,NA
"Gallegos, Tessa",53Q5138H,2019-10-29 18:36:27,NA
"Fifita, Dylan",04N1532I,2019-08-31 23:21:58,NA
"Silver, Anai",99K2805C,2019-06-18 23:13:17,NA
"Powers, Kayla",94T3343Z,2019-05-31 14:20:09,NA
"King, Mahkalai",32W8671A,2019-01-01 01:10:23,NA
"St Germain, Haley",42C3806C,2019-05-22 21:47:19,NA
"Jackson, Angelina",24A1552B,2019-02-21 13:34:15,NA
"al-Rahim, Nasreen",61I8070L,2019-07-01 10:24:44,NA
"Brink, Dominick",03R1488F,2019-06-12 15:18:05,NA
"Gonzalez, Alisha",02F9934Y,2019-05-09 17:51:17,NA
"Snyder-Jones, Paris",04Q1787Y,2019-01-21 20:55:18,NA
"Kajiwara, Dakota",70J9332T,2019-08-18 16:09:07,NA
"al-Radi, Hadeel",72H8919Y,2019-04-26 23:09:00,NA
"Corning, Jie",22S3717W,2019-11-14 14:40:09,NA
"el-Baluch, Basheer",15H4404T,2019-12-28 07:47:49,NA
"Silby, Nia",89Y6520O,2019-08-05 20:14:21,NA
"Olguin, Brycen",70T3099G,2019-09-19 07:30:37,NA
"Martinez, Piper",08M2319D,2019-06-09 15:20:11,NA
