address_postcode,address_county,address_country,profession,field_of_practice_when_joined_register,have_specialist_qualification_approved_by_nmc,specialist_qualification,date_registration_to_nmc,country_of_initial_training,date_of_qualification,country_of_initial_registration,nationality,diversity_gender,diversity_ethnicity,diversity_religion
testpostcode2,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,TRUE,FHN: Family health nurse,testdate2,Wales,testdate1,England,Other,Female,NA,Muslim
testpostcode2,Nonexistentland,Scotland,Nurse & Midwife,Mental health,TRUE,"RNMH: Mental health nurse, level 1",testdate2,England,testdate2,Scotland,Other,Female,NA,Hindu
testpostcode2,Nonexistentshire,Northern Ireland,Nurse & Midwife,Adult,FALSE,SPC: Specialist practitioner: Children's nursing,testdate1,Northern Ireland,testdate2,England,British,Male,NA,No religion
testpostcode2,Nonexistentshire,Scotland,Nurse,Adult,TRUE,SN: School nurse,testdate1,Wales,testdate1,Northern Ireland,Other,Female,NA,Buddhist
testpostcode1,Nonexistentshire,Scotland,Nurse,Adult,TRUE,V100: Community practitioner nurse prescriber,testdate1,England,testdate1,Scotland,Other,Female,NA,No religion
testpostcode1,Nonexistentshire,Wales,Nurse,Mental health,TRUE,FHN: Family health nurse,testdate2,Northern Ireland,testdate2,Wales,British,Female,NA,Hindu
testpostcode1,N-on-existent,Scotland,Midwife,Mental health,TRUE,SPA: Specialist practitioner: Adult nursing,testdate2,Northern Ireland,testdate1,Scotland,British,Male,NA,Hindu
testpostcode1,Nonexistentland,England,Midwife,Mental health,FALSE,"RNC: Children's nurse, level 1",testdate1,England,testdate1,England,Other,Other,NA,Hindu
testpostcode2,N-on-existent,England,Midwife,Adult,FALSE,"RN1: Adult nurse, level 1",testdate2,Scotland,testdate2,Scotland,Other,Female,NA,Christian
testpostcode1,N-on-existent,Wales,Nurse & Midwife,Adult,TRUE,TCH: Teacher,testdate1,Scotland,testdate1,Scotland,Other,Female,NA,Muslim
testpostcode2,N-on-existent,Scotland,Nurse & Midwife,Mental health,TRUE,"RN2: Adult nurse, level 2",testdate2,England,testdate1,England,British,Other,NA,Sikh
testpostcode2,Nonexistentshire,England,Nurse,Mental health,FALSE,"RNA: Adult nurse, level 1",testdate2,Scotland,testdate1,England,Other,Male,NA,Sikh
testpostcode2,Nonexistentland,Northern Ireland,Nurse,Adult,TRUE,RFHN: Family health nurse,testdate2,Scotland,testdate1,Northern Ireland,British,Female,NA,Jewish
testpostcode1,N-on-existent,England,Nurse,Mental health,TRUE,"RNLD: Learning disabilities nurse, level 1",testdate2,England,testdate1,Wales,British,Other,NA,Jewish
testpostcode2,Nonexistentland,England,Nurse,Adult,FALSE,RFHN: Family health nurse,testdate1,Outside UK,testdate1,Wales,Other,Other,NA,Jewish
testpostcode2,Nonexistentshire,Wales,Midwife,Mental health,TRUE,"RN1: Adult nurse, level 1",testdate1,Northern Ireland,testdate1,Scotland,British,Female,NA,Muslim
testpostcode1,Nonexistentshire,England,Midwife,Adult,FALSE,LPE: Lecturer / Practice educator,testdate2,Wales,testdate1,England,Other,Female,NA,Buddhist
testpostcode2,N-on-existent,Wales,Nurse,Adult,TRUE,SPDN: Specialist practitioner: District nursing,testdate2,Scotland,testdate2,Northern Ireland,British,Female,NA,Religion not stated
testpostcode2,N-on-existent,Scotland,Midwife,Mental health,TRUE,SN: School nurse,testdate2,Scotland,testdate1,England,Other,Male,NA,Christian
testpostcode1,Nonexistentland,Scotland,Midwife,Mental health,FALSE,SCMH: Specialist practitioner: Community mental health nursing,testdate1,Northern Ireland,testdate2,England,British,Female,NA,No religion
testpostcode2,Nonexistentland,England,Nurse,Mental health,FALSE,SN: School nurse,testdate1,Outside UK,testdate1,Northern Ireland,British,Other,NA,No religion
testpostcode1,Nonexistentshire,England,Midwife,Mental health,TRUE,V300: Nurse independent / supplementary prescriber,testdate2,England,testdate2,England,Other,Female,NA,Other religion
testpostcode2,Nonexistentland,Northern Ireland,Midwife,Mental health,FALSE,LPE: Lecturer / Practice educator,testdate1,England,testdate1,Scotland,British,Female,NA,Muslim
testpostcode2,N-on-existent,Northern Ireland,Midwife,Mental health,FALSE,LPE: Lecturer / Practice educator,testdate2,Scotland,testdate2,Wales,British,Other,NA,Hindu
testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,"RN4: Mental health nurse, level 2",testdate1,Wales,testdate1,England,Other,Female,NA,Jewish
testpostcode1,Nonexistentland,England,Midwife,Adult,TRUE,SPCC: Specialist practitioner: Community children’s nursing,testdate2,Wales,testdate1,Scotland,British,Male,NA,Muslim
testpostcode1,Nonexistentshire,England,Midwife,Adult,FALSE,SPMH: Specialist practitioner: Mental health,testdate1,England,testdate2,Northern Ireland,Other,Other,NA,Hindu
testpostcode1,N-on-existent,England,Nurse & Midwife,Mental health,TRUE,SPDN: Specialist practitioner: District nursing,testdate2,Northern Ireland,testdate1,England,British,Female,NA,Sikh
testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Adult,FALSE,TCH: Teacher,testdate2,Outside UK,testdate1,Scotland,Other,Other,NA,Jewish
testpostcode2,Nonexistentland,England,Midwife,Mental health,TRUE,LPE: Lecturer / Practice educator,testdate2,Scotland,testdate1,Scotland,Other,Other,NA,Other religion
testpostcode2,N-on-existent,England,Midwife,Mental health,FALSE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate1,England,testdate1,Scotland,Other,Female,NA,Sikh
testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Adult,FALSE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate2,Outside UK,testdate2,England,British,Other,NA,Other religion
testpostcode2,N-on-existent,Scotland,Nurse & Midwife,Mental health,TRUE,"RNC: Children's nurse, level 1",testdate1,Scotland,testdate1,Northern Ireland,Other,Female,NA,Hindu
testpostcode2,Nonexistentland,Wales,Midwife,Adult,FALSE,HV: Health visitor,testdate2,Scotland,testdate1,Scotland,Other,Female,NA,Jewish
testpostcode1,Nonexistentshire,England,Nurse & Midwife,Mental health,TRUE,"RNA: Adult nurse, level 1",testdate2,Wales,testdate1,Scotland,British,Male,NA,Buddhist
testpostcode2,Nonexistentshire,Scotland,Midwife,Mental health,TRUE,OH: Occupational health nurse,testdate2,Northern Ireland,testdate1,England,British,Female,NA,Buddhist
testpostcode2,Nonexistentshire,England,Nurse,Adult,TRUE,TCH: Teacher,testdate1,Outside UK,testdate1,Scotland,Other,Male,NA,Muslim
testpostcode2,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,TRUE,SPGP: Specialist practitioner: General practice nursing,testdate2,England,testdate1,Northern Ireland,Other,Other,NA,Hindu
testpostcode1,Nonexistentshire,Scotland,Nurse,Mental health,FALSE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate2,Scotland,testdate2,England,British,Male,NA,Hindu
testpostcode1,Nonexistentland,Northern Ireland,Nurse & Midwife,Adult,FALSE,RSN: School nurse,testdate1,Wales,testdate2,Northern Ireland,British,Male,NA,Muslim
testpostcode2,Nonexistentland,England,Nurse,Adult,TRUE,OH: Occupational health nurse,testdate1,Outside UK,testdate2,Northern Ireland,Other,Other,NA,Christian
testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,"RN8: Children's nurse, level 1",testdate1,Outside UK,testdate2,Wales,Other,Female,NA,Buddhist
testpostcode1,Nonexistentshire,Scotland,Midwife,Mental health,FALSE,"RN6: Learning disabilities nurse, level 2",testdate1,Outside UK,testdate1,Wales,Other,Female,NA,Muslim
testpostcode2,N-on-existent,Wales,Nurse,Adult,TRUE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate2,Northern Ireland,testdate2,Scotland,British,Male,NA,Hindu
testpostcode2,Nonexistentshire,Wales,Nurse & Midwife,Mental health,TRUE,HV: Health visitor,testdate2,Northern Ireland,testdate1,England,British,Male,NA,Buddhist
testpostcode2,N-on-existent,Northern Ireland,Nurse,Adult,FALSE,TCH: Teacher,testdate2,England,testdate2,England,Other,Male,NA,Religion not stated
testpostcode2,Nonexistentland,Wales,Midwife,Mental health,FALSE,SPMH: Specialist practitioner: Mental health,testdate1,Scotland,testdate2,England,Other,Female,NA,Buddhist
testpostcode1,N-on-existent,Northern Ireland,Midwife,Mental health,FALSE,RHV: Health visitor,testdate2,England,testdate2,Northern Ireland,Other,Female,NA,No religion
testpostcode2,Nonexistentland,Scotland,Nurse,Adult,TRUE,V200: Nurse independent prescriber (extended formulary),testdate1,Scotland,testdate2,England,Other,Other,NA,Buddhist
testpostcode1,N-on-existent,Northern Ireland,Nurse,Mental health,FALSE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate2,Northern Ireland,testdate1,Scotland,Other,Female,NA,Christian
testpostcode1,Nonexistentland,Northern Ireland,Midwife,Adult,TRUE,"RN4: Mental health nurse, level 2",testdate1,Outside UK,testdate1,England,British,Other,NA,Hindu
testpostcode2,Nonexistentshire,Wales,Nurse,Mental health,TRUE,RM: Midwife,testdate1,Northern Ireland,testdate1,Northern Ireland,British,Female,NA,Other religion
testpostcode2,N-on-existent,Wales,Midwife,Adult,FALSE,"RNC: Children's nurse, level 1",testdate2,England,testdate1,Scotland,British,Female,NA,Hindu
testpostcode2,Nonexistentland,England,Nurse,Adult,TRUE,"RNLD: Learning disabilities nurse, level 1",testdate2,Wales,testdate2,Northern Ireland,Other,Other,NA,Religion not stated
testpostcode2,N-on-existent,Scotland,Nurse,Adult,FALSE,SPMH: Specialist practitioner: Mental health,testdate2,Outside UK,testdate2,Scotland,British,Other,NA,Hindu
testpostcode1,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,FALSE,OH: Occupational health nurse,testdate1,England,testdate1,Scotland,British,Other,NA,No religion
testpostcode1,Nonexistentland,England,Midwife,Mental health,FALSE,LPE: Lecturer / Practice educator,testdate1,Outside UK,testdate2,Northern Ireland,British,Male,NA,Religion not stated
testpostcode2,Nonexistentland,Northern Ireland,Nurse,Adult,FALSE,RPHN: Specialist community public health nurse,testdate2,Northern Ireland,testdate1,Wales,Other,Other,NA,Religion not stated
testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,LPE: Lecturer / Practice educator,testdate1,Wales,testdate1,Scotland,British,Other,NA,Muslim
testpostcode2,Nonexistentland,Northern Ireland,Nurse,Adult,TRUE,SPC: Specialist practitioner: Children's nursing,testdate2,England,testdate1,England,British,Female,NA,Hindu
testpostcode2,Nonexistentshire,Northern Ireland,Midwife,Mental health,TRUE,SPLD: Specialist practitioner: Learning disability nurse,testdate2,Northern Ireland,testdate1,Wales,British,Female,NA,Jewish
testpostcode2,N-on-existent,Scotland,Midwife,Mental health,TRUE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate2,Northern Ireland,testdate2,England,Other,Male,NA,Christian
testpostcode2,Nonexistentland,Scotland,Midwife,Mental health,FALSE,ROH: Occupational health nurse,testdate2,Outside UK,testdate2,England,British,Male,NA,Muslim
testpostcode1,Nonexistentland,Northern Ireland,Nurse & Midwife,Adult,FALSE,RSN: School nurse,testdate1,England,testdate2,England,British,Male,NA,Religion not stated
testpostcode1,N-on-existent,Scotland,Nurse & Midwife,Mental health,TRUE,SPMH: Specialist practitioner: Mental health,testdate2,Scotland,testdate2,Northern Ireland,British,Female,NA,Religion not stated
testpostcode1,Nonexistentshire,Northern Ireland,Midwife,Mental health,TRUE,RFHN: Family health nurse,testdate2,Northern Ireland,testdate2,Wales,British,Female,NA,Christian
testpostcode2,N-on-existent,Wales,Midwife,Adult,FALSE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate1,Scotland,testdate2,Northern Ireland,British,Female,NA,Hindu
testpostcode2,Nonexistentland,Wales,Nurse,Mental health,TRUE,ROH: Occupational health nurse,testdate1,Wales,testdate1,England,British,Male,NA,Hindu
testpostcode1,N-on-existent,Northern Ireland,Nurse,Mental health,FALSE,"RNC: Children's nurse, level 1",testdate2,Outside UK,testdate2,Wales,British,Female,NA,Christian
testpostcode1,N-on-existent,Wales,Nurse & Midwife,Adult,TRUE,RSN: School nurse,testdate2,Scotland,testdate2,England,Other,Female,NA,Jewish
testpostcode2,N-on-existent,England,Midwife,Adult,FALSE,SPC: Specialist practitioner: Children's nursing,testdate2,Wales,testdate1,Scotland,British,Male,NA,Jewish
testpostcode1,Nonexistentshire,Scotland,Midwife,Mental health,FALSE,SN: School nurse,testdate2,Scotland,testdate1,Northern Ireland,British,Other,NA,No religion
testpostcode2,Nonexistentland,England,Midwife,Adult,TRUE,"RN1: Adult nurse, level 1",testdate2,Outside UK,testdate2,Northern Ireland,Other,Female,NA,Buddhist
testpostcode1,N-on-existent,Wales,Nurse & Midwife,Mental health,FALSE,RFHN: Family health nurse,testdate2,Outside UK,testdate1,Wales,Other,Female,NA,Sikh
testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,V300: Nurse independent / supplementary prescriber,testdate2,Scotland,testdate2,Northern Ireland,British,Female,NA,Sikh
testpostcode2,N-on-existent,Scotland,Nurse,Mental health,FALSE,"RN2: Adult nurse, level 2",testdate2,Scotland,testdate2,Northern Ireland,British,Male,NA,Buddhist
testpostcode1,Nonexistentshire,England,Midwife,Adult,TRUE,SPCC: Specialist practitioner: Community children’s nursing,testdate2,Northern Ireland,testdate1,Wales,Other,Female,NA,Christian
testpostcode2,Nonexistentshire,Wales,Midwife,Adult,FALSE,SPLD: Specialist practitioner: Learning disability nurse,testdate1,Scotland,testdate2,England,Other,Male,NA,Other religion
testpostcode1,N-on-existent,Wales,Nurse & Midwife,Mental health,TRUE,"RN1: Adult nurse, level 1",testdate2,Northern Ireland,testdate2,England,British,Male,NA,Buddhist
testpostcode1,Nonexistentshire,Scotland,Midwife,Mental health,TRUE,SPDN: Specialist practitioner: District nursing,testdate1,Wales,testdate1,Wales,Other,Female,NA,Religion not stated
testpostcode2,N-on-existent,Northern Ireland,Nurse & Midwife,Adult,FALSE,V300: Nurse independent / supplementary prescriber,testdate2,Northern Ireland,testdate1,Northern Ireland,Other,Male,NA,Buddhist
testpostcode2,N-on-existent,Scotland,Midwife,Adult,TRUE,SPDN: Specialist practitioner: District nursing,testdate1,Wales,testdate1,Wales,British,Male,NA,Religion not stated
testpostcode1,Nonexistentland,England,Midwife,Mental health,TRUE,V100: Community practitioner nurse prescriber,testdate2,Wales,testdate2,England,Other,Other,NA,Christian
testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Adult,TRUE,SPMH: Specialist practitioner: Mental health,testdate1,Scotland,testdate1,England,British,Female,NA,Jewish
testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Mental health,FALSE,RM: Midwife,testdate2,Scotland,testdate1,Scotland,British,Male,NA,Sikh
testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Adult,TRUE,"NAR: Nursing associate",testdate2,Wales,testdate1,Scotland,Other,Other,NA,Jewish
testpostcode2,Nonexistentshire,England,Midwife,Mental health,TRUE,"RN2: Adult nurse, level 2",testdate2,Wales,testdate2,England,Other,Other,NA,Buddhist
testpostcode2,Nonexistentland,Wales,Nurse & Midwife,Mental health,FALSE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate2,England,testdate2,Wales,Other,Female,NA,Jewish
testpostcode1,Nonexistentland,Scotland,Nurse,Mental health,FALSE,RM: Midwife,testdate1,Scotland,testdate2,Northern Ireland,Other,Male,NA,Buddhist
testpostcode1,Nonexistentland,England,Nurse,Adult,TRUE,"RNA: Adult nurse, level 1",testdate2,Northern Ireland,testdate1,England,Other,Female,NA,Christian
testpostcode2,N-on-existent,Scotland,Midwife,Adult,TRUE,"RN6: Learning disabilities nurse, level 2",testdate1,Northern Ireland,testdate1,Wales,Other,Other,NA,Sikh
testpostcode1,N-on-existent,England,Nurse,Adult,TRUE,V100: Community practitioner nurse prescriber,testdate2,Northern Ireland,testdate1,Wales,British,Other,NA,Muslim
testpostcode2,Nonexistentland,Wales,Nurse & Midwife,Adult,TRUE,"RN4: Mental health nurse, level 2",testdate2,Wales,testdate1,Wales,British,Other,NA,No religion
testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Adult,TRUE,"RN2: Adult nurse, level 2",testdate2,Outside UK,testdate1,Wales,British,Other,NA,Muslim
testpostcode2,N-on-existent,Northern Ireland,Midwife,Adult,FALSE,RM: Midwife,testdate1,England,testdate2,England,British,Male,NA,Sikh
testpostcode2,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,FALSE,"RN1: Adult nurse, level 1",testdate2,Wales,testdate2,Northern Ireland,British,Other,NA,Sikh
testpostcode2,Nonexistentshire,Wales,Midwife,Adult,TRUE,"RNA: Adult nurse, level 1",testdate1,Wales,testdate1,Northern Ireland,British,Male,NA,Jewish
testpostcode1,Nonexistentshire,England,Nurse & Midwife,Mental health,FALSE,OH: Occupational health nurse,testdate2,Northern Ireland,testdate1,England,British,Male,NA,Christian
testpostcode1,Nonexistentshire,Wales,Nurse & Midwife,Mental health,TRUE,"RN2: Adult nurse, level 2",testdate1,Northern Ireland,testdate1,England,British,Other,NA,No religion
testpostcode1,Nonexistentland,Wales,Nurse,Adult,TRUE,SPDN: Specialist practitioner: District nursing,testdate2,England,testdate1,England,Other,Other,NA,No religion
testpostcode1,N-on-existent,Scotland,Nurse & Midwife,Adult,FALSE,V100: Community practitioner nurse prescriber,testdate2,Scotland,testdate2,Northern Ireland,Other,Female,NA,Other religion
testpostcode1,N-on-existent,England,Nurse & Midwife,Mental health,FALSE,V200: Nurse independent prescriber (extended formulary),testdate1,Wales,testdate1,Scotland,British,Female,NA,Buddhist
testpostcode1,Nonexistentland,Scotland,Midwife,Adult,FALSE,SCMH: Specialist practitioner: Community mental health nursing,testdate2,Scotland,testdate1,Scotland,Other,Other,NA,Jewish
testpostcode2,Nonexistentland,Wales,Nurse,Adult,TRUE,"RNMH: Mental health nurse, level 1",testdate2,Northern Ireland,testdate2,Northern Ireland,Other,Male,NA,Muslim
testpostcode1,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,TRUE,"RN8: Children's nurse, level 1",testdate2,Northern Ireland,testdate2,Northern Ireland,British,Other,NA,Buddhist
