name,pin,joined,scope_of_practice,work_setting,employment_type,is_this_their_current_practice,employer_postcode,organisation_name,organisation_country
"Suarez, Janet",81B7916R,2019-10-20 07:46:29,Research,Maternity unit or birth centre,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,England
"Boden, Autumn",38N4521W,2019-11-13 03:36:59,Direct clinical care or management – mental health nursing,GP practice or other primary care,Self employed,FALSE,testpostcode1,Test organisation 2,Wales
"Lynn, Rashawnya",87X7785A,2019-06-11 06:55:23,Policy,Maternity unit or birth centre,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Outside UK
"Velie, Marissa",81Z1550U,2019-09-11 21:36:34,Direct clinical care or management – other,University or other research facility,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Wales
"Lovato, Cody",78X3436Y,2019-04-30 22:21:51,Direct clinical care or management – learning disabilities nursing,"Community setting, including district nursing and community psychiatric nursing",Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Outside UK
"Rios, Theodore",58J4580J,2019-06-21 17:23:31,Quality assurance or inspection,Insurance or legal,Self employed,TRUE,testpostcode1,Test organisation 1,Outside UK
"Hensinger II, Isaac",97E8028Y,2019-04-26 21:00:02,Direct clinical care or management – other,Trade union or professional body,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Wales
"el-Shareef, Hafsa",73F6226L,2019-11-12 16:30:38,Education,Ambulance service,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Outside UK
"Leamons, Nicholas",38Z4103B,2019-06-03 20:58:10,Direct clinical care or management – learning disabilities nursing,Inspectorate or regulator,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Wales
"Wheeler, Sierra",63Y2248Z,2019-04-28 22:36:52,Research,Inspectorate or regulator,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Scotland
"el-Malak, Raihaan",97X3754D,2019-07-16 19:33:27,Direct clinical care or management – other,Maternity unit or birth centre,Self employed,TRUE,testpostcode1,Test organisation 1,Outside UK
"Cheung, Daniel",51R0633U,2019-01-04 16:44:46,Other,Public health organisation,Self employed,TRUE,testpostcode1,Test organisation 2,England
"Mortensen, Eugene",70T0590J,2019-07-30 22:51:52,Direct clinical care or management – midwifery,Other,Volunteering,FALSE,testpostcode2,Test organisation 1,Wales
"Aviado II, Tanisha",69I3324Y,2019-11-07 05:27:17,Direct clinical care or management – school nursing,School,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Scotland
"Ortiz, Anabel",07X9471L,2019-04-15 12:21:20,Direct clinical care or management – other,Inspectorate or regulator,Self employed,TRUE,testpostcode2,Test organisation 2,Wales
"el-Siddiqi, Muneera",73Z8072R,2019-04-04 18:10:17,Direct clinical care or management – learning disabilities nursing,Hospital or other secondary care,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,England
"Smith, Ariel",95B8080P,2019-06-14 11:28:28,Other,Policy organisation,Self employed,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Calvillo-Trujillo, Samantha",83T1316K,2019-10-08 08:14:52,Direct clinical care or management – school nursing,Insurance or legal,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Vazquez, Christian",81V1072J,2019-05-20 09:38:00,Direct clinical care or management – midwifery,GP practice or other primary care,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Outside UK
"Benitez, Hector",41A7327M,2019-05-09 05:22:53,Direct clinical care or management – mental health nursing,Policy organisation,Self employed,TRUE,testpostcode2,Test organisation 1,Outside UK
"Yannacone, Elise",19G4985D,2019-08-20 17:07:36,Education,Prison,Self employed,FALSE,testpostcode1,Test organisation 1,Outside UK
"el-Mahmood, Saamiqa",34O0266O,2019-10-20 20:10:59,Quality assurance or inspection,Hospital or other secondary care,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Wales
"Montoya, Zoe",78E8570O,2019-07-29 08:48:42,Direct clinical care or management – learning disabilities nursing,Prison,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Scotland
"Pinto, Deion",33R4478F,2019-06-27 18:48:28,Direct clinical care or management – school nursing,Private domestic setting,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Outside UK
"Reed, Robert",72D7762A,2019-05-14 15:44:34,Direct clinical care or management – learning disabilities nursing,Consultancy,Volunteering,TRUE,testpostcode2,Test organisation 1,Northern Ireland
"al-Attar, Hissa",94O4489K,2019-07-10 21:17:58,Direct clinical care or management – children’s and neo-natal nursing,Telephone or e-health advice,Self employed,FALSE,testpostcode1,Test organisation 1,Scotland
"Morey, Atlanta",32V0856T,2019-03-12 08:35:31,Commissioning,Insurance or legal,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Wales
"Holiday, Katherine",51W4732M,2019-08-20 19:02:28,Direct clinical care or management – public health,University or other research facility,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Wales
"el-Amin, Kaatima",65K1171O,2019-04-08 18:53:55,Direct clinical care or management – mental health nursing,Prison,Self employed,FALSE,testpostcode1,Test organisation 2,Outside UK
"Cheung, Son",39A1382Q,2019-09-15 23:53:13,Direct clinical care or management – adult and general care nursing,"Community setting, including district nursing and community psychiatric nursing",Self employed,FALSE,testpostcode2,Test organisation 2,Outside UK
"el-Uddin, Shafaaa",81O9698Z,2019-09-25 00:49:36,Research,Public health organisation,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Scotland
"Otgonbayar, Matthew",07F2203N,2019-01-23 12:07:04,Direct clinical care or management – school nursing,Inspectorate or regulator,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,England
"Torain, Jeremy",24S2818Z,2019-01-06 08:29:10,Direct clinical care or management – occupational health,Inspectorate or regulator,Volunteering,FALSE,testpostcode2,Test organisation 2,Outside UK
"Cage, Kalia",43C6754G,2019-01-09 14:59:37,Direct clinical care or management – public health,Hospital or other secondary care,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Scotland
"Douglas, Destiny",58W5177N,2019-09-27 15:52:35,Direct clinical care or management – learning disabilities nursing,Police,Self employed,TRUE,testpostcode2,Test organisation 2,England
"Young, David",92G4782S,2019-03-25 17:24:41,Direct clinical care or management – adult and general care nursing,Cosmetic or aesthetic sector,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Scotland
"Shoels, Cheyenne",83V1531K,2019-09-06 13:03:38,Research,Inspectorate or regulator,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Wales
"Allee, Hannah",04E4519W,2019-02-25 17:22:37,Research,Prison,Self employed,TRUE,testpostcode2,Test organisation 1,Northern Ireland
"Yu, Jenna",82M6099R,2019-06-12 02:02:37,Quality assurance or inspection,Inspectorate or regulator,Volunteering,FALSE,testpostcode2,Test organisation 1,Outside UK
"Eickmann, Sarah",02G5726M,2019-02-06 10:46:43,Other,Hospital or other secondary care,Self employed,FALSE,testpostcode1,Test organisation 2,Scotland
"Darity, Urian",67W6778T,2019-03-28 06:51:22,Direct clinical care or management – adult and general care nursing,Care home sector,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Outside UK
"Castaneda, Layla",31V2994L,2019-09-06 06:59:49,Direct clinical care or management – children’s and neo-natal nursing,Voluntary or charity sector,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Scotland
"Eloriaga, Grace",53U5343A,2019-02-18 05:26:42,Direct clinical care or management – learning disabilities nursing,Governing body or other leadership,Employed via an agency,FALSE,testpostcode1,Test organisation 2,Northern Ireland
"Decker, Timothy",64A4320V,2019-07-10 14:54:54,Direct clinical care or management – adult and general care nursing,Maternity unit or birth centre,Self employed,FALSE,testpostcode1,Test organisation 2,England
"Dean, Rana",93O4733M,2019-01-03 00:15:12,Direct clinical care or management – mental health nursing,Policy organisation,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Wales
"Hunt, Davena",98F6874T,2019-03-18 06:49:17,Direct clinical care or management – midwifery,Police,Volunteering,TRUE,testpostcode2,Test organisation 2,Outside UK
"Caldera, Silvia",02B2603P,2019-03-01 02:54:34,Direct clinical care or management – occupational health,Specialist or other tertiary care including hospice,Volunteering,TRUE,testpostcode1,Test organisation 2,Wales
"el-Basa, Hadeel",83C5553Z,2019-10-18 22:36:42,Direct clinical care or management – occupational health,Policy organisation,Volunteering,FALSE,testpostcode2,Test organisation 2,Scotland
"Striplin, Kenneth",52R7638J,2019-09-20 04:24:32,Direct clinical care or management – adult and general care nursing,Prison,Self employed,TRUE,testpostcode2,Test organisation 1,Wales
"Mendibles, David",00R3163B,2019-08-09 13:24:09,Direct clinical care or management – occupational health,Telephone or e-health advice,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Scotland
"Malone, Andrew",18R3913Y,2019-06-11 06:55:23,Direct clinical care or management – adult and general care nursing,Prison,Self employed,TRUE,testpostcode2,Test organisation 1,Wales
"Miles, Ashley",00C4079T,2019-07-12 23:20:37,Quality assurance or inspection,School,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,England
"Hicks, Shalea",76J6947M,2019-01-01 03:16:05,Direct clinical care or management – mental health nursing,Consultancy,Volunteering,FALSE,testpostcode1,Test organisation 1,Wales
"Jefferson, Mercedes",01E1442L,2019-06-22 19:32:36,Commissioning,Voluntary or charity sector,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Scotland
"Chen, Derek",85M1808K,2019-09-18 13:19:34,Direct clinical care or management – learning disabilities nursing,School,Volunteering,TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Macisaac, Chance",25P3388O,2019-02-11 14:29:56,Other,Other,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,England
"Cheung, Daniel",30P5552V,2019-12-06 03:06:30,Other,GP practice or other primary care,Self employed,TRUE,testpostcode2,Test organisation 1,England
"Newbury, Monaca",73X6217M,2019-07-07 09:14:39,Research,Governing body or other leadership,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Wales
"Escamilla, Monique",06A1485L,2019-01-28 09:40:53,Direct clinical care or management – mental health nursing,Prison,Volunteering,TRUE,testpostcode1,Test organisation 2,Wales
"Lor, Anthony",34O6868T,2019-08-10 22:19:51,Direct clinical care or management – health visiting,Trade union or professional body,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Wales
"Fielder, Jennifer",03B3640Q,2019-11-21 20:48:38,Direct clinical care or management – public health,Policy organisation,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Scotland
"el-Salah, Awf",76G1729R,2019-12-08 15:21:03,Direct clinical care or management – health visiting,Military,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Northern Ireland
"al-Sawaya, Junaid",06P0410P,2019-07-14 23:34:47,Education,Consultancy,Employed via an agency,FALSE,testpostcode1,Test organisation 2,Wales
"el-Haq, Saafiyya",82H6288Z,2019-05-28 13:15:17,Direct clinical care or management – adult and general care nursing,Other,Volunteering,FALSE,testpostcode1,Test organisation 2,Outside UK
"al-Sharaf, Usaama",60N7507E,2019-06-01 06:38:13,Direct clinical care or management – midwifery,Private domestic setting,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,England
"Wielga, Elizabeth",18M5795N,2019-01-20 21:42:30,Policy,Trade union or professional body,Employed via an agency,TRUE,testpostcode2,Test organisation 2,England
"Chan, Khiana",22D6889I,2019-10-23 23:13:44,Direct clinical care or management – other,Occupational health,Employed via an agency,TRUE,testpostcode1,Test organisation 2,England
"Stellick Mckenzie, Phillip",92X3924Z,2019-07-02 17:53:41,Research,Policy organisation,Self employed,FALSE,testpostcode1,Test organisation 2,Northern Ireland
"el-Zakaria, Amniyya",17H2265I,2019-12-04 12:01:56,Direct clinical care or management – midwifery,Occupational health,Volunteering,FALSE,testpostcode2,Test organisation 1,Wales
"Snider, Makayla",93Q3947K,2019-11-07 21:16:44,Commissioning,"Community setting, including district nursing and community psychiatric nursing",Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Wales
"Suarez, Janet",69I5799F,2019-05-04 21:50:11,Commissioning,Ambulance service,Self employed,FALSE,testpostcode2,Test organisation 2,Outside UK
"Van Leuven, Eric",84P7283Z,2019-03-07 02:22:33,Quality assurance or inspection,Military,Self employed,TRUE,testpostcode1,Test organisation 2,Outside UK
"Makris, Mia",03Z1048W,2019-07-26 20:06:17,Direct clinical care or management – learning disabilities nursing,Occupational health,Employed via an agency,TRUE,testpostcode1,Test organisation 2,England
"el-Ally, Samir",77M0998D,2019-02-02 14:01:44,Other,Inspectorate or regulator,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Bartholomew, Dakota",34U6065Z,2019-12-20 22:49:44,Direct clinical care or management – school nursing,University or other research facility,Volunteering,TRUE,testpostcode1,Test organisation 2,Wales
"Monroe, Marvin",22I6499J,2019-05-11 12:24:33,Direct clinical care or management – mental health nursing,Hospital or other secondary care,Self employed,FALSE,testpostcode1,Test organisation 2,England
"Sanchez Aguilera, Schendall",89O4111W,2019-06-07 02:11:34,Direct clinical care or management – learning disabilities nursing,Care home sector,Self employed,FALSE,testpostcode1,Test organisation 1,Wales
